 			recordClassName	targetType	name	displayName	shortDisplayName	description	geneOrTranscript	displayOrder	scope	scope	scope
RflpIsolateRecordClasses.RflpIsolateRecordClass.Characteristics	http://edamontology.org/topic_0219	annotation and curation	RflpIsolateRecordClasses.RflpIsolateRecordClass	table	Characteristics					2	record	download	
RflpIsolateRecordClasses.RflpIsolateRecordClass.Protocols	http://edamontology.org/topic_0219	annotation and curation	RflpIsolateRecordClasses.RflpIsolateRecordClass	table	Protocols					2	record	download	
RflpIsolateRecordClasses.RflpIsolateRecordClass.ProcessedSample	http://edamontology.org/topic_0219	annotation and curation	RflpIsolateRecordClasses.RflpIsolateRecordClass	table	ProcessedSample					3	record	download	
RflpIsolateRecordClasses.RflpIsolateRecordClass.RflpGenotype	http://edamontology.org/topic_0219	annotation and curation	RflpIsolateRecordClasses.RflpIsolateRecordClass	table	RflpGenotype					3	record	download	
GeneRecordClasses.GeneRecordClass.Sequences	http://edamontology.org/data_2044	sequences	GeneRecordClasses.GeneRecordClass	table	Sequences				gene		record		
GeneRecordClasses.GeneRecordClass.GeneTranscripts	http://edamontology.org/topic_0114	Gene Structure	GeneRecordClasses.GeneRecordClass	table	GeneTranscripts				gene		record	download	
GeneRecordClasses.GeneRecordClass.CellularLocalization	http://edamontology.org/topic_0140	Protein targeting and localization	GeneRecordClasses.GeneRecordClass	table	CellularLocalization				gene		record	download	
GeneRecordClasses.GeneRecordClass.LOPITMAP	http://edamontology.org/topic_2269	TAGM-MAP	GeneRecordClasses.GeneRecordClass	table	LOPITMAP				gene	1	record	download	
GeneRecordClasses.GeneRecordClass.LOPITMCMC	http://edamontology.org/topic_2269	TAGM-MCMC	GeneRecordClasses.GeneRecordClass	table	LOPITMCMC				gene	1	record	download	
GeneRecordClasses.GeneRecordClass.LOPITtryp 	http://edamontology.org/topic_0140	Protein targeting and localization	GeneRecordClasses.GeneRecordClass	table	LOPITtryp				gene	1	record	download	
GeneRecordClasses.GeneRecordClass.ECNumbers	http://edamontology.org/topic_1775	Function analysis	GeneRecordClasses.GeneRecordClass	table	ECNumbers				transcript		record	download	
GeneRecordClasses.GeneRecordClass.SubcellularLocationGeneLists	http://edamontology.org/topic_0140	Subcellular Localization	GeneRecordClasses.GeneRecordClass	table	SubcellularLocationGeneLists				transcript		record		
GeneRecordClasses.GeneRecordClass.FunctionPredictionGeneLists	http://edamontology.org/topic_1775	Function analysis	GeneRecordClasses.GeneRecordClass	table	FunctionPredictionGeneLists				transcript		record		
GeneRecordClasses.GeneRecordClass.ECNumbersInferred	http://edamontology.org/topic_1775	Function analysis	GeneRecordClasses.GeneRecordClass	table	ECNumbersInferred				transcript		record	download	
GeneRecordClasses.GeneRecordClass.ProteinSequence	http://edamontology.org/data_2976	Protin Sequence	GeneRecordClasses.GeneRecordClass	table	ProteinSequence				transcript		download	record	
													
##GeneRecordClasses.GeneRecordClass.Seqedits	http://edamontology.org/topic_0080	Sequence Analysis	GeneRecordClasses.GeneRecordClass	table	Seqedits				gene		record	 	
GeneRecordClasses.GeneRecordClass.SNPsAlignment	http://edamontology.org/topic_0199	Genetic Variation	GeneRecordClasses.GeneRecordClass	table	SNPsAlignment				gene		record	 	
GeneRecordClasses.GeneRecordClass.MercatorTable	http://edamontology.org/topic_3299	EvoBiol Comparison	GeneRecordClasses.GeneRecordClass	table	MercatorTable				gene		record	 	
													
GeneRecordClasses.GeneRecordClass.Apollo_link	http://edamontology.org/topic_0080	Sequence Analysis 	GeneRecordClasses.GeneRecordClass	table	Apollo_link				gene		record		
GeneRecordClasses.GeneRecordClass.Apollo_link	http://edamontology.org/topic_0080	Gene Models	GeneRecordClasses.GeneRecordClass	table	Apollo_link				gene		record		
													
GeneRecordClasses.GeneRecordClass.PhenotypeScore	http://edamontology.org/topic_3298	phenotype	GeneRecordClasses.GeneRecordClass	table	PhenotypeScore				gene		record		
GeneRecordClasses.GeneRecordClass.PhenotypeGraphsDataTable	http://edamontology.org/topic_3298	phenotype	GeneRecordClasses.GeneRecordClass	table	PhenotypeGraphsDataTable				gene		record-internal	download	
GeneRecordClasses.GeneRecordClass.specialJbrowseUrl	http://edamontology.org/topic_3298	phenotype	GeneRecordClasses.GeneRecordClass	attribute	specialJbrowseUrl					1	gene	record-internal	
GeneRecordClasses.GeneRecordClass.ExpressionGraphsDataTable	http://edamontology.org/topic_3308	Transcriptomics	GeneRecordClasses.GeneRecordClass	table	ExpressionGraphsDataTable				gene		record-internal		
GeneRecordClasses.GeneRecordClass.UserDatasetsTranscriptomicsGraphsDataTable	http://edamontology.org/topic_3308	Transcriptomics	GeneRecordClasses.GeneRecordClass	table	UserDatasetsTranscriptomicsGraphsDataTable				gene		record-internal		
GeneRecordClasses.GeneRecordClass.FacetMetadata	http://edamontology.org/topic_3308	Transcriptomics	GeneRecordClasses.GeneRecordClass	table	FacetMetadata				gene		record-internal		
GeneRecordClasses.GeneRecordClass.FungiVBOrgLinkoutsTable	http://edamontology.org/topic_3308	Transcriptomics	GeneRecordClasses.GeneRecordClass	table	FungiVBOrgLinkoutsTable				gene		record-internal		
													
GeneRecordClasses.GeneRecordClass.ContXAxisMetadata	http://edamontology.org/topic_3308	Transcriptomics	GeneRecordClasses.GeneRecordClass	table	ContXAxisMetadata				gene		record-internal		
GeneRecordClasses.GeneRecordClass.TranscriptionSummary	http://edamontology.org/topic_3308	Transcriptomics	GeneRecordClasses.GeneRecordClass	table	TranscriptionSummary				gene	2	record		
GeneRecordClasses.GeneRecordClass.ExpressionGraphs	http://edamontology.org/topic_3308	Transcriptomics	GeneRecordClasses.GeneRecordClass	table	ExpressionGraphs				gene	3	record		
GeneRecordClasses.GeneRecordClass.UserDatasetsTranscriptomicsGraphs	http://edamontology.org/topic_3308	Transcriptomics	GeneRecordClasses.GeneRecordClass	table	UserDatasetsTranscriptomicsGraphs				gene	4	record		
GeneRecordClasses.GeneRecordClass.SpliceSites	http://edamontology.org/topic_3308	Transcriptomics	GeneRecordClasses.GeneRecordClass	table	SpliceSites				gene	2	record	download	
GeneRecordClasses.GeneRecordClass.PolyASites	http://edamontology.org/topic_3308	Transcriptomics	GeneRecordClasses.GeneRecordClass	table	PolyASites				gene	3	record	download	
GeneRecordClasses.GeneRecordClass.ncraOR74A_phenotype_GeneImage_NAFeaturePhenotypeImage_RSRC_PhenotypeImages	http://edamontology.org/topic_3298	phenotype	GeneRecordClasses.GeneRecordClass	table	ncraOR74A_phenotype_GeneImage_NAFeaturePhenotypeImage_RSRC_PhenotypeImages				gene	3	record	download	
GeneRecordClasses.GeneRecordClass.afumA1163_TF_KO_Image_NAFeaturePhenotypeImage_RSRC_PhenotypeImages	http://edamontology.org/topic_3298	phenotype	GeneRecordClasses.GeneRecordClass	table	afumA1163_TF_KO_Image_NAFeaturePhenotypeImage_RSRC_PhenotypeImages				gene	3	record	download	
GeneRecordClasses.GeneRecordClass.afumAf293_TF_KO_Image_NAFeaturePhenotypeImage_RSRC_PhenotypeImages	http://edamontology.org/topic_3298	phenotype	GeneRecordClasses.GeneRecordClass	table	afumAf293_TF_KO_Image_NAFeaturePhenotypeImage_RSRC_PhenotypeImages				gene	3	record	download	
GeneRecordClasses.GeneRecordClass.pfal3D7_phenotype_pB_mutagenesis_MIS_MFS_RSRC	http://edamontology.org/topic_3298	phenotype	GeneRecordClasses.GeneRecordClass	table	pfal3D7_phenotype_pB_mutagenesis_MIS_MFS_RSRC				gene	3		download	
GeneRecordClasses.GeneRecordClass.pberANKA_phenotype_Bushnell_functional_profiling_RSRC_Phenotype	http://edamontology.org/topic_3298	phenotype	GeneRecordClasses.GeneRecordClass	table	pberANKA_phenotype_Bushnell_functional_profiling_RSRC_Phenotype				gene	3	record	download	
GeneRecordClasses.GeneRecordClass.pknoH_phenotype_piggyBac_mutagenesis_HME_MIS_OIS_RSRC	http://edamontology.org/topic_3298	phenotype	GeneRecordClasses.GeneRecordClass	table	pknoH_phenotype_piggyBac_mutagenesis_HME_MIS_OIS_RSRC				gene	3		download	
GeneRecordClasses.GeneRecordClass.pknoA1H1_phenotype_piggyBac_mutagenesis_MIS_MFS_RSRC	http://edamontology.org/topic_3298	phenotype	GeneRecordClasses.GeneRecordClass	table	pknoA1H1_phenotype_piggyBac_mutagenesis_MIS_MFS_RSRC				gene	3		download	
GeneRecordClasses.GeneRecordClass.ncraOR74A_phenotype_knockout_mutants_RSRC_Phenotype	http://edamontology.org/topic_3298	phenotype	GeneRecordClasses.GeneRecordClass	table	ncraOR74A_phenotype_knockout_mutants_RSRC_Phenotype				gene	3	record	download	
GeneRecordClasses.GeneRecordClass.PHI-base_curated_phenotype_NAFeaturePhenotypeGeneric_RSRC_Phenotype	http://edamontology.org/topic_3298	phenotype	GeneRecordClasses.GeneRecordClass	table	PHI-base_curated_phenotype_NAFeaturePhenotypeGeneric_RSRC_Phenotype				gene	3	record	download	
GeneRecordClasses.GeneRecordClass.CGD_CuratedPhenotypes	http://edamontology.org/topic_3298	phenotype	GeneRecordClasses.GeneRecordClass	table	CGD_CuratedPhenotypes				gene	3	record	download	
GeneRecordClasses.GeneRecordClass.ProteinExpressionGraphs	http://edamontology.org/topic_0121	Proteomics	GeneRecordClasses.GeneRecordClass	table	ProteinExpressionGraphs				gene		record		
GeneRecordClasses.GeneRecordClass.HostResponseGraphs	http://edamontology.org/topic_0804	Immunology	GeneRecordClasses.GeneRecordClass	table	HostResponseGraphs				gene		record		
GeneRecordClasses.GeneRecordClass.CrisprPhenotypeGraphs	http://edamontology.org/topic_3298	phenotype	GeneRecordClasses.GeneRecordClass	table	CrisprPhenotypeGraphs				gene		record		
GeneRecordClasses.GeneRecordClass.PhenotypeScoreGraphs	http://edamontology.org/topic_3298	phenotype	GeneRecordClasses.GeneRecordClass	table	PhenotypeScoreGraphs				gene		record		
GeneRecordClasses.GeneRecordClass.eQTLPhenotypeGraphs	http://edamontology.org/topic_3298	phenotype	GeneRecordClasses.GeneRecordClass	table	eQTLPhenotypeGraphs				gene		record		
GeneRecordClasses.GeneRecordClass.PhenotypeGraphs	http://edamontology.org/topic_3298	phenotype	GeneRecordClasses.GeneRecordClass	table	PhenotypeGraphs				gene		record		
GeneRecordClasses.GeneRecordClass.PhenotypeScoreGraphsDataTable	http://edamontology.org/topic_3298	phenotype	GeneRecordClasses.GeneRecordClass	table	PhenotypeScoreGraphsDataTable				gene		record-internal		
GeneRecordClasses.GeneRecordClass.CrisprPhenotypeGraphsDataTable	http://edamontology.org/topic_3298	phenotype	GeneRecordClasses.GeneRecordClass	table	CrisprPhenotypeGraphsDataTable				gene		record-internal	download	
GeneRecordClasses.GeneRecordClass.HostResponseGraphsDataTable	http://edamontology.org/topic_0804	Immunology	GeneRecordClasses.GeneRecordClass	table	HostResponseGraphsDataTable				gene		record-internal	download	
GeneRecordClasses.GeneRecordClass.RodMalPhenotype	http://edamontology.org/topic_3298	phenotype	GeneRecordClasses.GeneRecordClass	table	RodMalPhenotype				transcript		record	download	
GeneRecordClasses.GeneRecordClass.Plasmo_eQTL_Table	http://edamontology.org/topic_3298	phenotype	GeneRecordClasses.GeneRecordClass	table	Plasmo_eQTL_Table				transcript		record	download	
GeneRecordClasses.GeneRecordClass.Phenotype	http://edamontology.org/topic_3298	phenotype	GeneRecordClasses.GeneRecordClass	table	Phenotype				transcript		record	download	
GeneRecordClasses.GeneRecordClass.PhenotypeMagnaporthe	http://edamontology.org/topic_3298	phenotype	GeneRecordClasses.GeneRecordClass	table	PhenotypeMagnaporthe				transcript		record	download	
GeneRecordClasses.GeneRecordClass.InterPro	http://edamontology.org/topic_0123	prot prop	GeneRecordClasses.GeneRecordClass	table	InterPro				transcript		record	download	
GeneRecordClasses.GeneRecordClass.WolfPsortForm	http://edamontology.org/topic_0123	prot prop	GeneRecordClasses.GeneRecordClass	table	WolfPsortForm				transcript		record		
GeneRecordClasses.GeneRecordClass.BlastpForm	http://edamontology.org/topic_0123	prot prop	GeneRecordClasses.GeneRecordClass	table	BlastpForm				transcript		record		
GeneRecordClasses.GeneRecordClass.MitoprotForm	http://edamontology.org/topic_0123	prot prop	GeneRecordClasses.GeneRecordClass	table	MitoprotForm				transcript		record		
GeneRecordClasses.GeneRecordClass.InterProForm	http://edamontology.org/topic_0123	prot prop	GeneRecordClasses.GeneRecordClass	table	InterProForm				transcript		record		
GeneRecordClasses.GeneRecordClass.MendelGPIForm	http://edamontology.org/topic_0123	prot prop	GeneRecordClasses.GeneRecordClass	table	MendelGPIForm				transcript		record		
GeneRecordClasses.GeneRecordClass.FungalGPIForm	http://edamontology.org/topic_0123	prot prop	GeneRecordClasses.GeneRecordClass	table	FungalGPIForm				transcript		record		
GeneRecordClasses.GeneRecordClass.StringDBForm	http://edamontology.org/topic_0123	prot prop	GeneRecordClasses.GeneRecordClass	table	StringDBForm				transcript		record		
GeneRecordClasses.GeneRecordClass.hasAlphaFold	http://edamontology.org/topic_0081	Structure Analysis	GeneRecordClasses.GeneRecordClass	attribute	hasAlphaFold				gene		record-internal		
GeneRecordClasses.GeneRecordClass.alphafold_url	http://edamontology.org/topic_0081	Structure Analysis	GeneRecordClasses.GeneRecordClass	attribute	alphafold_url				gene		record		
GeneRecordClasses.GeneRecordClass.AlphaFoldLinkouts	http://edamontology.org/topic_0081	Structure Analysis	GeneRecordClasses.GeneRecordClass	table	AlphaFoldLinkouts				gene		record	download	
GeneRecordClasses.GeneRecordClass.TMHMM	http://edamontology.org/topic_0140	Protein targeting and localization	GeneRecordClasses.GeneRecordClass	table	TMHMM				transcript			download	
GeneRecordClasses.GeneRecordClass.LowComplexity	http://edamontology.org/topic_0160	Sequence sites, features and motifs	GeneRecordClasses.GeneRecordClass	table	LowComplexity				transcript			download	
GeneRecordClasses.GeneRecordClass.GeneModelDump	http://edamontology.org/topic_0114	Gene Structure	GeneRecordClasses.GeneRecordClass	table	GeneModelDump				transcript			download	
GeneRecordClasses.GeneRecordClass.SignalP	http://edamontology.org/topic_0140	Protein targeting and localization	GeneRecordClasses.GeneRecordClass	table	SignalP				transcript			download	
GeneRecordClasses.GeneRecordClass.GeneLocation	GenomicSequenceLocationCategory	GenomicSequenceLocationCategory	GeneRecordClasses.GeneRecordClass	table	GeneLocation				transcript		record	download	
GeneRecordClasses.GeneRecordClass.Plasmo_eQTL_Table	http://edamontology.org/topic_3298	Phenomics	GeneRecordClasses.GeneRecordClass	table	Plasmo_eQTL_Table				gene		record	download	
GeneRecordClasses.GeneRecordClass.UserComments	http://edamontology.org/topic_0219	Curation and Annotation	GeneRecordClasses.GeneRecordClass	table	UserComments				gene		record	download	
GeneRecordClasses.GeneRecordClass.Notes	http://edamontology.org/topic_0219	Curation and Annotation	GeneRecordClasses.GeneRecordClass	table	Notes				gene		record	download	
GeneRecordClasses.GeneRecordClass.external_db_name	http://edamontology.org/topic_0219	Curation and Annotation	GeneRecordClasses.GeneRecordClass	attribute	external_db_name				gene		record-internal		
GeneRecordClasses.GeneRecordClass.external_db_version	http://edamontology.org/topic_0219	Curation and Annotation	GeneRecordClasses.GeneRecordClass	attribute	external_db_version				gene		record-internal		
GeneRecordClasses.GeneRecordClass.record_overview	http://edamontology.org/topic_0219	Curation and Annotation	GeneRecordClasses.GeneRecordClass	attribute	record_overview				gene		record-internal		
GeneRecordClasses.GeneRecordClass.EcNumber	http://edamontology.org/topic_1775	Function analysis	GeneRecordClasses.GeneRecordClass	table	EcNumber				transcript		record		
GeneRecordClasses.GeneRecordClass.MassSpec	http://edamontology.org/topic_0121	Proteomics	GeneRecordClasses.GeneRecordClass	table	MassSpec				transcript		record		
GeneRecordClasses.GeneRecordClass.MassSpecDownload	http://edamontology.org/topic_0121	Proteomics	GeneRecordClasses.GeneRecordClass	table	MassSpecDownload				transcript		download		
GeneRecordClasses.GeneRecordClass.MassSpecMod	http://edamontology.org/topic_0121	Proteomics	GeneRecordClasses.GeneRecordClass	table	MassSpecMod				transcript		record	download	
GeneRecordClasses.GeneRecordClass.GOSlim	http://edamontology.org/topic_1775	Function analysis	GeneRecordClasses.GeneRecordClass	table	GOSlim				transcript		record	download	
GeneRecordClasses.GeneRecordClass.GOTerms	http://edamontology.org/topic_1775	Function analysis	GeneRecordClasses.GeneRecordClass	table	GOTerms				transcript		record	download	
GeneRecordClasses.GeneRecordClass.Y2hInteractions	http://edamontology.org/topic_0128	Protein Interactions	GeneRecordClasses.GeneRecordClass	table	Y2hInteractions				gene		record	download	
GeneRecordClasses.GeneRecordClass.Orthologs	http://edamontology.org/topic_3299	Evolutionary Biology	GeneRecordClasses.GeneRecordClass	table	Orthologs				gene		record		
GeneRecordClasses.GeneRecordClass.OrthologsLite	http://edamontology.org/topic_3299	Evolutionary Biology	GeneRecordClasses.GeneRecordClass	table	OrthologsLite				gene			download	
GeneRecordClasses.GeneRecordClass.MetabolicPathwaysMPMP	http://edamontology.org/topic_0753	Metabolic Pathways	GeneRecordClasses.GeneRecordClass	table	MetabolicPathwaysMPMP				transcript	1	record	download	
GeneRecordClasses.GeneRecordClass.MetabolicPathways	http://edamontology.org/topic_0753	Metabolic Pathways	GeneRecordClasses.GeneRecordClass	table	MetabolicPathways				transcript	2	record	download	
GeneRecordClasses.GeneRecordClass.Alias	http://edamontology.org/topic_0219	Curation and Annotation	GeneRecordClasses.GeneRecordClass	table	Alias				transcript		record	download	
GeneRecordClasses.GeneRecordClass.strain	http://edamontology.org/topic_3299	Evolutionary Biology	GeneRecordClasses.GeneRecordClass	attribute	strain				gene		record-internal	download	
GeneRecordClasses.GeneRecordClass.PubMed	http://edamontology.org/topic_3068	Literature and Reference	GeneRecordClasses.GeneRecordClass	table	PubMed				transcript		record	download	
GeneRecordClasses.GeneRecordClass.Cellxgene	http://edamontology.org/topic_3308	Transcriptomics	GeneRecordClasses.GeneRecordClass	table	Cellxgene				transcript		record		
GeneRecordClasses.GeneRecordClass.GeneLinkouts	http://edamontology.org/topic_3345	Data identity and mapping	GeneRecordClasses.GeneRecordClass	table	GeneLinkouts				transcript		record	download	
GeneRecordClasses.GeneRecordClass.3dPreds	http://edamontology.org/topic_0081	Structure Analysis	GeneRecordClasses.GeneRecordClass	table	3dPreds				transcript	2	record	download	
GeneRecordClasses.GeneRecordClass.PdbSimilarities	http://edamontology.org/topic_0081	Structure Analysis	GeneRecordClasses.GeneRecordClass	table	PdbSimilarities				transcript	1	record	download	
GeneRecordClasses.GeneRecordClass.Ssgcid	http://edamontology.org/topic_0081	Structure Analysis	GeneRecordClasses.GeneRecordClass	table	Ssgcid				transcript	3	record		
GeneRecordClasses.GeneRecordClass.Epitopes	http://edamontology.org/topic_0804	immunoproteins,genes,antigens	GeneRecordClasses.GeneRecordClass	table	Epitopes				transcript		record	download	
GeneRecordClasses.GeneRecordClass.Product	http://edamontology.org/topic_0123	Protein properties	GeneRecordClasses.GeneRecordClass	table	Product				transcript				
GeneRecordClasses.GeneRecordClass.GeneName	http://edamontology.org/data_2299	Gene name	GeneRecordClasses.GeneRecordClass	table	GeneName				transcript				
GeneRecordClasses.GeneRecordClass.ProteinExpressionPBrowse	http://edamontology.org/topic_0121	Proteomics	GeneRecordClasses.GeneRecordClass	table	ProteinExpressionPBrowse				transcript			record	
GeneRecordClasses.GeneRecordClass.ProteinProperties	http://edamontology.org/topic_0123	Protein properties	GeneRecordClasses.GeneRecordClass	table	ProteinProperties				transcript		download	record	download
GeneRecordClasses.GeneRecordClass.AllProducts	http://edamontology.org/topic_0219	Curation and Annotation	GeneRecordClasses.GeneRecordClass	table	AllProducts				transcript	1	results	record	
GeneRecordClasses.GeneRecordClass.ApolloProducts	http://edamontology.org/topic_0219	Curation and Annotation	GeneRecordClasses.GeneRecordClass	table	ApolloProducts				transcript	2	results	record	
GeneRecordClasses.GeneRecordClass.GeneId	http://edamontology.org/topic_3345	Data identity and mapping	GeneRecordClasses.GeneRecordClass	table	GeneId				gene			Record-internal	
GeneRecordClasses.GeneRecordClass.GeneGffAliases	http://edamontology.org/topic_3345	Data identity and mapping	GeneRecordClasses.GeneRecordClass	table	GeneGffAliases				gene				
GeneRecordClasses.GeneRecordClass.GeneGffGoTerms	http://edamontology.org/topic_1775	Function analysis	GeneRecordClasses.GeneRecordClass	table	GeneGffGoTerms				gene				
GeneRecordClasses.GeneRecordClass.GeneGffDbxrefs	http://edamontology.org/topic_3345	Data identity and mapping	GeneRecordClasses.GeneRecordClass	table	GeneGffDbxrefs				gene		record		
GeneRecordClasses.GeneRecordClass.GenBankLocations	GenomicSequenceLocationCategory	GenomicSequenceLocationCategory	GeneRecordClasses.GeneRecordClass	table	GenBankLocations				transcript		download	record	
GeneRecordClasses.GeneRecordClass.CompoundsMetabolicPathways	http://edamontology.org/topic_0753	Metabolic Pathways	GeneRecordClasses.GeneRecordClass	table	CompoundsMetabolicPathways				transcript	3	record	download	
GeneRecordClasses.GeneRecordClass.MobileElements	http://edamontology.org/topic_0798	Metabolic Pathways	GeneRecordClasses.GeneRecordClass	table	MobileElements				transcript	3	record	download	
GeneRecordClasses.GeneRecordClass.MetaTable	http://edamontology.org/topic_0114	Gene Structure	GeneRecordClasses.GeneRecordClass	table	MetaTable				gene		record-internal		
TranscriptRecordClasses.TranscriptRecordClass.pfal3D7PiggyBacMutMis	http://edamontology.org/topic_3298	Phenomics	TranscriptRecordClasses.TranscriptRecordClass	attribute	pfal3D7PiggyBacMutMis				gene		results	download	
TranscriptRecordClasses.TranscriptRecordClass.pfal3D7PiggyBacMutMfs	http://edamontology.org/topic_3298	Phenomics	TranscriptRecordClasses.TranscriptRecordClass	attribute	pfal3D7PiggyBacMutMfs				gene		results	download	

TranscriptRecordClasses.TranscriptRecordClass.pknoHPiggyBacMutHMS	http://edamontology.org/topic_3298	Phenomics	TranscriptRecordClasses.TranscriptRecordClass	attribute	pknoHPiggyBacMutHMS				gene		results	download	
TranscriptRecordClasses.TranscriptRecordClass.pknoHPiggyBacMutOIS	http://edamontology.org/topic_3298	Phenomics	TranscriptRecordClasses.TranscriptRecordClass	attribute	pknoHPiggyBacMutOIS				gene		results	download	
TranscriptRecordClasses.TranscriptRecordClass.pknoA1H1PiggyBacMutMIS	http://edamontology.org/topic_3298	Phenomics	TranscriptRecordClasses.TranscriptRecordClass	attribute	pknoA1H1PiggyBacMutMIS				gene		results	download	
TranscriptRecordClasses.TranscriptRecordClass.pknoA1H1PiggyBacMutMISplus	http://edamontology.org/topic_3298	Phenomics	TranscriptRecordClasses.TranscriptRecordClass	attribute	pknoA1H1PiggyBacMutMISplus				gene		results	download	
TranscriptRecordClasses.TranscriptRecordClass.pknoA1H1PiggyBacMutMFS	http://edamontology.org/topic_3298	Phenomics	TranscriptRecordClasses.TranscriptRecordClass	attribute	pknoA1H1PiggyBacMutMFS				gene		results	download	
TranscriptRecordClasses.TranscriptRecordClass.pknoA1H1PiggyBacMutMutability	http://edamontology.org/topic_3298	Phenomics	TranscriptRecordClasses.TranscriptRecordClass	attribute	pknoA1H1PiggyBacMutMutability				gene		results	download	

TranscriptRecordClasses.TranscriptRecordClass.tgonGt1CrisprMeanPhenotype	http://edamontology.org/topic_3298	Phenomics	TranscriptRecordClasses.TranscriptRecordClass	attribute	tgonGt1CrisprMeanPhenotype				gene		results	download	
TranscriptRecordClasses.TranscriptRecordClass.tgonGt1CrisprStandardError	http://edamontology.org/topic_3298	Phenomics	TranscriptRecordClasses.TranscriptRecordClass	attribute	tgonGt1CrisprStandardError				gene		results	download	
TranscriptRecordClasses.TranscriptRecordClass.tgonGt1CrisprGeneFdr	http://edamontology.org/topic_3298	Phenomics	TranscriptRecordClasses.TranscriptRecordClass	attribute	tgonGt1CrisprGeneFdr				gene		results	download	
TranscriptRecordClasses.TranscriptRecordClass.Publications	http://edamontology.org/topic_3068	Literature and Reference	TranscriptRecordClasses.TranscriptRecordClass	attribute	Publications				transcript				
TranscriptRecordClasses.TranscriptRecordClass.dic_img_uri	http://edamontology.org/topic_0140	Protein targeting and localization	TranscriptRecordClasses.TranscriptRecordClass	attribute	dic_img_uri				gene		record-internal		
TranscriptRecordClasses.TranscriptRecordClass.gfp_img_uri	http://edamontology.org/topic_0140	Protein targeting and localization	TranscriptRecordClasses.TranscriptRecordClass	attribute	gfp_img_uri				gene		record-internal		
TranscriptRecordClasses.TranscriptRecordClass.is_visible	http://edamontology.org/topic_0140	Protein targeting and localization	TranscriptRecordClasses.TranscriptRecordClass	attribute	is_visible				gene		record-internal		
TranscriptRecordClasses.TranscriptRecordClass.has_image	http://edamontology.org/topic_0140	Protein targeting and localization	TranscriptRecordClasses.TranscriptRecordClass	attribute	has_image				gene		record-internal		
TranscriptRecordClasses.TranscriptRecordClass.dbp_image_note	http://edamontology.org/topic_0140	Protein targeting and localization	TranscriptRecordClasses.TranscriptRecordClass	attribute	dbp_image_note				gene		results	download	
TranscriptRecordClasses.TranscriptRecordClass.dbp_image	http://edamontology.org/topic_0140	Protein targeting and localization	TranscriptRecordClasses.TranscriptRecordClass	attribute	dbp_image				gene		results		
TranscriptRecordClasses.TranscriptRecordClass.overview	http://edamontology.org/topic_0114	Gene Structure	TranscriptRecordClasses.TranscriptRecordClass	attribute	overview				gene				
TranscriptRecordClasses.TranscriptRecordClass.snpoverview	http://edamontology.org/topic_2885	DNA Polymorphism	TranscriptRecordClasses.TranscriptRecordClass	attribute	snpoverview				gene				
TranscriptRecordClasses.TranscriptRecordClass.gbrowseLink	http://edamontology.org/topic_0114	Gene Structure	TranscriptRecordClasses.TranscriptRecordClass	attribute	gbrowseLink				gene				
GeneRecordClasses.GeneRecordClass.jbrowseLink	http://edamontology.org/topic_0114	Gene Structure	GeneRecordClasses.GeneRecordClass	attribute	jbrowseLink				gene			record-internal	
GeneRecordClasses.GeneRecordClass.pbrowseLink	http://edamontology.org/topic_0114	Gene Structure	GeneRecordClasses.GeneRecordClass	attribute	pbrowseLink				gene			record-internal	
GeneRecordClasses.GeneRecordClass.geneJbrowseUrl	http://edamontology.org/topic_0114	Gene Structure	GeneRecordClasses.GeneRecordClass	attribute	geneJbrowseUrl				gene			record-internal	
GeneRecordClasses.GeneRecordClass.geneJbrowseFullUrl	http://edamontology.org/topic_0114	Gene Structure	GeneRecordClasses.GeneRecordClass	attribute	geneJbrowseFullUrl				gene			record-internal	
GeneRecordClasses.GeneRecordClass.geneApolloFullUrl	http://edamontology.org/topic_0114	Gene Structure	GeneRecordClasses.GeneRecordClass	attribute	geneApolloFullUrl				gene			record-internal	
GeneRecordClasses.GeneRecordClass.apolloIdCheck	http://edamontology.org/topic_0114	Gene Structure	GeneRecordClasses.GeneRecordClass	attribute	apolloIdCheck				gene			record-internal	
GeneRecordClasses.GeneRecordClass.snpsJbrowseUrl	http://edamontology.org/topic_2885	DNAPolymorhph	GeneRecordClasses.GeneRecordClass	attribute	snpsJbrowseUrl				gene			record-internal	
GeneRecordClasses.GeneRecordClass.snpsJbrowseFullUrl	http://edamontology.org/topic_2885	DNAPolymorhph	GeneRecordClasses.GeneRecordClass	attribute	snpsJbrowseFullUrl				gene			record-internal	
GeneRecordClasses.GeneRecordClass.blatJbrowseUrl	http://edamontology.org/topic_0080	Sequence Analysis	GeneRecordClasses.GeneRecordClass	attribute	blatJbrowseUrl				gene			record-internal	
GeneRecordClasses.GeneRecordClass.blatJbrowseFullUrl	http://edamontology.org/topic_0080	Sequence Analysis	GeneRecordClasses.GeneRecordClass	attribute	blatJbrowseFullUrl				gene			record-internal	
GeneRecordClasses.GeneRecordClass.syntenyJbrowseUrl	http://edamontology.org/topic_3299	orthologs and synteny	GeneRecordClasses.GeneRecordClass	attribute	syntenyJbrowseUrl				gene			record-internal	
GeneRecordClasses.GeneRecordClass.syntenyJbrowseFullUrl	http://edamontology.org/topic_3299	orthologs and synteny	GeneRecordClasses.GeneRecordClass	attribute	syntenyJbrowseFullUrl				gene			record-internal	
